2015-09-19 19:07:19.679,1,GT-P3110,33a77e8e-9b56-4123-8372-ce3252fbb0ef,51.0763804,13.0116493,284.82122344662605,8.0,0.0,0,-581,waldheim.freifunk.net,fa:1c:68:cb:03:1a,-66,6,'(.*)(F|f)reifunk(.*)'
2015-09-19 19:07:19.709,1,GT-P3110,33a77e8e-9b56-4123-8372-ce3252fbb0ef,51.0763804,13.0116493,284.82122344662605,8.0,0.0,0,-581,waldheim.freifunk.net,ea:96:f7:87:ab:aa,-90,6,'(.*)(F|f)reifunk(.*)'
2015-09-19 19:07:19.713,1,GT-P3110,33a77e8e-9b56-4123-8372-ce3252fbb0ef,51.0763804,13.0116493,284.82122344662605,8.0,0.0,0,-581,waldheim.freifunk.net,32:b7:c3:ed:86:14,-95,6,'(.*)(F|f)reifunk(.*)'
2015-09-19 19:07:22.733,1,GT-P3110,33a77e8e-9b56-4123-8372-ce3252fbb0ef,51.0762707,13.0118258,288.8429749338025,8.0,0.0,0,-650,waldheim.freifunk.net,fa:1c:68:cb:03:1a,-64,6,'(.*)(F|f)reifunk(.*)'
2015-09-19 19:07:22.747,1,GT-P3110,33a77e8e-9b56-4123-8372-ce3252fbb0ef,51.0762707,13.0118258,288.8429749338025,8.0,0.0,0,-650,waldheim.freifunk.net,ea:96:f7:87:ab:aa,-84,6,'(.*)(F|f)reifunk(.*)'
2015-09-19 19:07:22.753,1,GT-P3110,33a77e8e-9b56-4123-8372-ce3252fbb0ef,51.0762707,13.0118258,288.8429749338025,8.0,0.0,0,-650,waldheim.freifunk.net,32:b7:c3:ed:86:14,-94,6,'(.*)(F|f)reifunk(.*)'
2015-09-19 19:07:25.755,1,GT-P3110,33a77e8e-9b56-4123-8372-ce3252fbb0ef,51.0762707,13.0118258,291.87314316887523,8.0,0.0,0,-595,waldheim.freifunk.net,fa:1c:68:cb:03:1a,-66,6,'(.*)(F|f)reifunk(.*)'
2015-09-19 19:07:25.757,1,GT-P3110,33a77e8e-9b56-4123-8372-ce3252fbb0ef,51.0762707,13.0118258,291.87314316887523,8.0,0.0,0,-595,waldheim.freifunk.net,32:b7:c3:ed:86:14,-81,6,'(.*)(F|f)reifunk(.*)'
2015-09-19 19:07:25.759,1,GT-P3110,33a77e8e-9b56-4123-8372-ce3252fbb0ef,51.0762707,13.0118258,291.87314316887523,8.0,0.0,0,-595,waldheim.freifunk.net,ea:96:f7:87:ab:aa,-84,6,'(.*)(F|f)reifunk(.*)'
2015-09-19 19:07:28.765,1,GT-P3110,33a77e8e-9b56-4123-8372-ce3252fbb0ef,51.0762707,13.0118258,291.0485137085499,8.0,0.0,0,-570,waldheim.freifunk.net,fa:1c:68:cb:03:1a,-65,6,'(.*)(F|f)reifunk(.*)'
